6,1,0.641746107
6,93,0.670916383
93,6,0.72158055
6,93,0.726186383
76,127,0.959548604
76,0,0.994859992
1,6,2.00660804
6,1,2.055736928
68,108,2.124824428
140,54,2.126359707
77,26,2.161671095
131,110,2.178559151
26,77,2.183164983
26,41,2.193911927
0,74,2.207729427
76,0,2.21233526
34,13,2.296775538
64,77,2.301381371
83,1,2.379680538
131,110,2.424203593
3,140,2.457979704
77,13,2.471797204
131,107,2.715906368
131,110,2.732794423
6,1,2.832587478
37,52,2.889392755
77,131,2.918563034
131,110,2.995326921
131,77,2.995326921
1,6,3.112008032
64,8,4.413923578
64,77,4.426205799
77,136,4.433882189
77,64,4.676456076
77,59,4.676456076
131,34,4.676456076
131,110,4.814631075
94,41,4.842266075
94,57,4.842266075
94,58,4.843801351
6,61,5.02342885
34,13,5.117080794
13,81,5.184633016
13,77,5.184633016
13,81,5.190774128
13,77,5.190774128
145,26,6.495760227
131,107,6.529536339
1,43,6.547959673
13,110,6.603229673
131,107,6.624723561
64,77,6.69381106
77,64,6.795139392
77,13,6.997796058
102,73,7.05767189
77,110,7.108336057
77,12,7.108336057
94,41,7.148253278
94,57,7.148253278
131,107,7.257258
131,107,7.287963556
131,110,7.357051055
131,110,7.357051055
83,1,7.383150776
63,132,7.464520499
13,77,7.479873275
58,153,7.496761331
63,5,7.559707719
1,43,7.653359665
1,43,7.825310773
37,52,8.74801271
131,107,8.774112433
131,12,8.778718266
64,77,8.849341044
131,110,8.860087988
131,107,8.860087988
90,108,8.896934655
1,43,8.930710764
83,124,9.42967604
61,55,9.584739094
61,102,9.584739094
61,105,9.584739094
112,41,9.61544465
1,6,10.98491242
1,6,12.2085288
1,6,13.31392879
19,13,13.4582449
19,154,13.4582449
1,10,14.20285461
1,154,14.35177656
1,10,15.30825461
51,61,15.30978988
110,13,15.41572405
1,154,15.45717655
64,77,15.48941738
102,108,15.49095266
94,145,15.52472877
37,52,15.5431521
102,86,15.5707871
131,77,15.65676266
84,86,15.72585016
84,76,15.72585016
94,65,15.77037321
77,34,15.96381821
131,34,16.06975238
77,110,16.13883988
131,34,16.19564515
131,107,16.24937988
94,41,16.26626793
94,57,16.26626793
131,136,16.2754796
131,13,16.2754796
131,12,16.29390293
54,144,17.47299625
54,147,17.47299625
54,56,17.47299625
54,73,17.47913737
26,58,17.48067264
55,70,17.65262375
112,41,18.09171319
112,57,18.09171319
131,110,18.19304153
76,86,18.22067653
77,64,18.24063514
112,51,18.34042819
37,1,18.54615541
37,36,19.68993735
6,93,19.71910763
37,87,19.85267679
77,59,19.85574735
94,41,19.95400512
142,29,20.16126762
142,0,20.16126762
77,69,20.23496096
94,41,20.27641346
58,13,20.33321873
6,154,20.37774179
131,107,20.37927707
108,102,20.4253354
131,107,20.47753484
41,94,20.48674651
102,108,20.59421595
112,41,20.62952734
131,107,20.63413317
90,108,21.81015594
136,13,22.04198289
94,145,22.05119455
64,77,22.0619415
131,107,22.10185872
13,154,22.10646455
84,86,22.14638177
76,74,22.33675621
90,108,22.36746177
90,108,22.36899706
131,107,22.45804315
131,136,22.50256621
54,73,22.58240065
131,107,22.66837621
131,8,22.67298206
131,136,22.7251815
131,12,22.86182121
94,145,24.09618455
131,107,24.21747149
94,145,24.23435955
131,107,24.28348843
131,13,24.36485814
77,41,24.37406981
112,51,24.55983843
26,58,24.59514981
86,0,24.72257787
77,59,24.72411314
112,51,24.73332481
131,12,25.04191563
131,13,25.07108592
131,13,25.07569175
112,41,25.08950925
134,63,26.2808848
6,83,27.57358867
94,65,28.60990117
18,23,30.75468421
18,23,30.75775477
18,23,30.76082532
76,29,31.35037199
1,8,32.11186975
123,130,32.86108531
1,6,32.92863752
1,8,32.93017281
0,74,32.94706086
0,74,32.95780781
0,76,32.95780781
94,145,33.10519448
64,77,33.17274669
142,127,33.20345225
94,145,33.20805807
1,8,33.21726975
94,145,33.22341086
13,136,33.26332807
13,34,33.28175142
26,58,33.31092169
94,145,33.3723328
37,52,33.47519642
58,13,33.50590198
58,65,33.52893113
83,150,33.53200169
93,61,33.53660751
150,83,33.56270724
86,102,33.88050974
55,73,33.88818613
86,76,33.94652668
1,6,34.03403751
1,8,34.0355728
134,63,35.14404335
23,8,35.29450056
18,79,35.46338111
94,145,35.48794555
94,41,35.49408667
94,57,35.49408667
64,13,35.5263275
64,59,35.5263275
54,111,35.53707446
77,64,35.80267749
37,139,35.99151667
5,63,36.0176164
5,134,36.0176164
71,13,36.09130972
77,13,36.10666249
13,77,36.21259667
131,107,36.26172555
133,0,36.26479611
3,87,37.46998916
3,37,37.46998916
102,108,37.54521777
77,59,37.55749998
13,19,37.57285277
13,77,37.57285277
102,108,37.59895248
76,105,37.62044639
131,12,37.67571639
108,102,37.74787444
77,59,37.84920277
77,69,37.86609083
83,1,37.95974277
54,56,38.17007582
96,6,38.19156971
77,110,38.19924609
5,63,38.28675694
5,134,38.28675694
13,81,38.32667415
65,26,38.34509748
3,148,38.39729694
105,1,39.1311597
77,110,39.7667647
77,131,39.80054081
77,13,39.87269887
51,84,39.95867443
87,37,40.01087387
86,0,40.25805358
86,76,40.25805358
131,77,40.32560581
102,29,40.52365663
13,81,44.93911548
1,0,45.22928298
123,130,46.10899715
71,13,46.27173659
1,0,46.33468297
102,108,46.3469652
56,54,46.35157103
0,76,46.40530576
131,77,46.51431047
34,13,46.56036882
94,41,46.65555603
94,57,46.65555603
76,86,46.74920797
76,68,46.75381382
0,1,46.83825408
77,59,46.91041214
57,108,46.99485241
131,13,46.9963877
131,34,46.9963877
131,59,46.9963877
3,0,47.00559937
77,59,47.07008102
77,59,47.08236326
3,61,47.28194937
6,78,47.53066437
76,0,47.60742825
94,41,48.82490351
77,81,48.82797407
77,13,49.05058936
77,81,49.05365989
77,59,49.05980101
131,12,49.09204186
81,13,49.09971824
81,77,49.09971824
131,77,49.20565239
131,110,49.21639936
77,59,49.21946989
77,13,49.23635795
3,37,49.28702212
37,91,49.31619239
131,77,49.38527989
131,110,49.42366185
131,110,49.42519712
76,86,49.75374656
76,127,49.78138156
6,93,50.62578435
77,131,50.79927073
131,71,50.96201017
131,77,50.98350405
102,108,51.01728017
77,110,51.07408544
77,110,51.08483238
131,34,51.08790294
102,108,51.20918988
131,136,51.25524822
84,133,51.28902434
77,59,51.33201211
77,136,51.39188793
77,131,51.39188793
77,13,51.46251072
108,102,51.56998016
94,41,51.57305072
94,57,51.57305072
131,77,51.58379766
6,154,51.60529155
6,154,51.60989737
18,23,51.63446184
131,136,51.67284378
13,34,51.80641293
13,77,51.82330099
10,1,52.62778654
0,76,52.9348421
77,110,53.03617042
